ID,Description
3330,This Plushie is on the tricera-top of the list. Funded by mortiest.
3331,"Each of the three colours on this Capsule will make different pinging tones if tapped gently! Pretty neat, huh?"
3332,Why would he need a ship if he can fly? Funded by mortiest.
3333,This Plushie can never behave baaadly. Funded by mortiest.
3334,"With these cuties, everyone gets to make a tiny wish. Funded by SpunkiSpirou."
3335,How... how is the flame still lit...? Funded by SpunkiSpirou.
3336,Just what you need to flaunt your big day! Funded by SpunkiSpirou.
3337,Almost as good as a Golden Ticket. Almost. Funded by SpunkiSpirou.
3338,"So... is this the gift, or is the gift inside? Funded by SpunkiSpirou."
3339,This Morphing Potion will transform your pet into an adorable star-chasing Dabu! Funded by Tradgoedia.
3340,Warning: Real fish do NOT taste like this. Funded by psyqualia.
3341,"I don't know what custard is made of, but I like it. Funded by psyqualia."
3342,It's like having a grilled cheese under the sea! Funded by psyqualia.
3343,"No worries, this sweet won't turn you violet. Funded by psyqualia."
3344,"It may look like mud, but tastes a lot better. Funded by psyqualia."
3345,"Strawberry is a fruit, so this is technically diet-friendly. Funded by psyqualia."
3346,Owo. Commemorative Item for Read.
3347,This stamp proves you're a quizzical wizard! Huzzah!
3348,Royalty never looked better!
3349,"Weird, according to this stamp it's 5 o'clock somewhere..."
3350,Sometimes you need to learn class the hard way.
3351,Warning: Leaving this hat outside for long periods may result in a bird's nest being built.
3352,"It's so warm and toasty... wait, what?"
3353,"If it's a cube, how is it round?"
3354,"Although they may be cute, red foxes do NOT make good pets for everyone. Funded by CoverArtist."
3355,"If you're wanting your Makoat to look like a veteran plunderer, then this is the Morphing Potion for you! Funded by SpunkiSpirou."
3356,Journal logs from a space explorer!
3357,Music can do wonders to express one's self!
3358,A How-To guide to your new digital friend!
3359,"It may not have lead, but it can lead to soft cuddles. Funded by CoverArtist."
3360,"It can't take notes, but it squeaks! Funded by CoverArtist."
3361,"If you gather a few of these, you can battle them against each other! Funded by CoverArtist."
3362,"If you are feeling sad, just give this little Jakrit a big squeeze."
3363,"It has a big head, and little arms!"
3364,This Plush seems to jiggle like jello.
3365,"If round Jakrits are caused by feeding them too much, what makes a Jakrit cubed?"
3366,Sometimes the best gifts come in the smallest of packages. Funded by CoverArtist.
3367,"A plush of a Plushie... that makes sense, right?"
3368,Careful! Bluebirds might confuse this adorable Plush as one of their own. Funded by Nexinhah.
3369,Sometimes a little fluff can make you look tough! Funded by Nexinhah.
3370,It's quite calming to feel through the soft fur. Funded by Nexinhah.
3371,"I like to believe the afterlife is full of soft, adorably fluffy things like this toy. Funded by Nexinhah."
3372,"This Wulfer has such soft, pink fur — a loving addition to any collection. Funded by gotchalocket."
3373,"If you're sending out party invitations, you just HAVE to use this Stamp."
3374,Spin around and feel the groove!
3375,"If you swallow this whole, would you see it melting in your stomach?"
3376,"Partying is hard work, so take some of these with you to your next party to satisfy any snacking urges."
3377,Fancy a go for a chance at some radical prizes with this Radical Rave Scratchcard?
3378,A great way to teach the little Pets how to win big!
3379,"After years of waiting, a rave enthusiast gets to experience the night of her life!"
3380,"The true question is, how do you match your shoes to all these colours?"
3381,"Sometimes, an alphabetic language is just not enough. For those times, use this stamp!"
3382,And you thought paper cuts were bad...
3383,"Although it may resemble a Chocolate Trido Candy, I don't recommending biting into it!"
3384,The perfect companion on a cold winter's day.
3385,At least now you don't need to worry about your Trido looking dirty anymore!
3386,You may be asked if you're in the middle of some calibrations if you wear this. Funded by Kenpachi.
3387,For those who like their dragons a bit more sinister.
3388,"Instead of fire, this Novyn breathes chocolatey goodness!"
3389,Do you eat the head or the tail first?
3390,Too much chocolate is (baa)d for you.
3391,Is this made with real Makoat milk?
3392,"This Makoat will melt in your mouth, and your heart."
3393,Go ahead and dive into this treat!
3394,"Don 't worry, these aren 't real feathers."
3395,"Traditionally, white doves are released at wedding ceremonies — but these work if you 're on a budget!"
3396,Sometimes you need to treat yourself to a sweet bunny.
3397,"Silly Jakrit, chocolate is for kids."
3398,Would you follow this Jakrit into a hole?
3399,Perfect for St. Patrick's Day!
3400,Somehow I think this will only get cuter if a Red Ori is wearing it.
3401,"Just wearing this makes you feel happy, and warm, inside."
3402,Does it taste like cotton candy? No. No it does not.
3403,Show your love for our feathered friends.
3404,A visitor from outer space! Or maybe an explorer ready for launch. Commemorative Item for Remlyn.
3405,Grease not included.
3406,A must-have for anyone who's a fan of mechanical marvels!
3407,What does a poor inventor do when everyone thinks his inventions are shoddy?
3408,"Is this irony, or a sad coincidence?"
3409,It's like your own personal North Pole!
3410,What does it unlock? That's for you to find out.
3411,Your go-to guide for the world's favourite magical creature.
3412,The perfect stamp for sending off your Winter Holiday cards.
3413,Now all you need is a shell and some fangs!
3414,"While wearing this, some may confuse you with a mermaid."
3415,The first step into the world of cosplay.
3416,Note: Shell is not included.
3417,"Not only does it look orange, it smells like oranges too!"
3418,"If being a Sharshel doesn't work out, you can always become a shark."
3419,"If used right, this tail also doubles as a snow shovel!"
3420,This tail can only be worn by cool kids.
3421,Why play in snow when you can be the snow?
3422,Is it blue? Is it green? I can't tail!
3423,For those who enjoy the darker side of Sharshel cosplay.
3424,This tail is really sweet!
3425,A tail made from science!
3426,Be careful not to block anyone's path!
3427,Why fly in the sky when you can fly into the stars? Funded by irissa.
3428,Can this tail be any softer?
3429,For when you feel like an angry Makoat.
3430,Only the healthiest shade of green for you!
3431,Made from real lemons! Wait...
3432,Bring out your inner darkness with this sweet tail.
3433,Swishing around the tail might be the best part.
3434,It also doubles as a tree branch!
3435,This tail might slide right off of you.
3436,Orange you glad I didn't make a joke here?
3437,Really nice to wear on Wednesdays!
3438,"Although the name says otherwise, this is not suitable attire for the snow."
3439,A blank canvas for your artistic needs.
3440,Be careful around baseball bats!
3441,Yarg! This goes on ye booty.
3442,"Unlike a real Space Dabu, this Plushie has fake stars in its fur."
3443,Can you imagine what it'd be like to fly in space?
3444,Galloping off to a galaxy near you...
3445,Perfect for your space bubble bath!
3446,This cutie is just as friendly as another ghost we know of.
3447,Fly in the sky with this beautiful tail!
3448,Don't worry! You don't need to be Jake Long to wear this Novyn tail.
3449,"As an added bonus, this tail gives you poison immunity."
3450,What's better than drinking lemonade? Wearing a tail that looks like lemonade!
3451,The perfect tail for all of those ninja Novyn out there!
3452,"How now brown tail? Wait, that's not it..."
3453,"A cottoncandy, cotton tail!"
3454,A little grey can take you a long way.
3455,Wearing this gives you extra cool points.
3456,Time to beat your enemies to a pulp.
3457,Time to look like a fabulous Novyn.
3458,"When you feel like wearing black, but not too much black."
3459,The candy won't collect itself.
3460,What's better than a party fowl? A party Novyn!
3461,Now we know why the Blue Dovu sings!
3462,Just whip your tail back and forth.
3463,Do you feel the green tonight?
3464,This tail does not give you the ability to fly.
3465,A certain poet may draw influence from this tail.
3466,Now pose for the camera!
3467,"So soft, and so fluffy."
3468,This tail is very grey-t.
3469,Does this tail match my wings?
3470,Never be afraid to flaunt your feathers!
3471,This tail is actually longer than I thought...
3472,Great for hiding in the clouds.
3473,Do you really need wings in space?
3474,Clap your hands if you believe!
3475,These are the perfect Plushies to express your inner feelings!
3476,Can't go wrong with pink and stripes.
3477,"If you're feeling cheerful, these panties will definitely help reflect your mood."
